CONDITION,COUNT
Endocrine toxicity,2
Tri-iodothyronine increased,6
Anembryonic gestation,7
Cerebral radiation injury,2
Diabetic ketosis,13
Foetal disorder,6
Delayed delivery,1
Anti-erythropoietin antibody positive,5
Sensation of blood flow,8
Vaginal hyperplasia,1
Vaginal polyp,1
Radiation sickness syndrome,2
Middle ear inflammation,3
Wound infection fungal,2
Regressive behaviour,2
Mastectomy,30
Stent-graft endoleak,2
Small for dates baby,72
Vascular resistance systemic increased,3
Diastolic hypotension,2
Rectal lesion,6
Corneal leukoma,2
Corneal neovascularisation,5
Distichiasis,1
Hypopyon,16
Limbal stem cell deficiency,3
Open globe injury,3
Product distribution issue,45
B-cell aplasia,5
Subdural effusion,6
Pancreas transplant rejection,5
Vertebral artery occlusion,1
Eosinophilia myalgia syndrome,1
Perineal necrosis,2
Candida sepsis,21
Aortic valve repair,4
Factor V Leiden mutation,4
Puncture site haemorrhage,10
Umbilical cord vascular disorder,1
Cardiac output increased,6
Henoch-Schonlein purpura,27
Puncture site infection,2
Haemorrhagic cerebral infarction,8
Tumour invasion,20
Glomerulonephropathy,15
Mean arterial pressure,1
Nail bed disorder,6
Noninfective encephalitis,12
Cutaneous symptom,21
Ovarian rupture,6
Application site discolouration,48
Perioral dermatitis,12
Vulval haemorrhage,3
Implant site rash,4
Premature menarche,1
Malignant catatonia,6
Acute interstitial pneumonitis,15
Carbohydrate antigen 19-9 increased,10
Chemotherapeutic drug level increased,1
Cervix carcinoma stage I,2
Chronic myelomonocytic leukaemia,14
Hypoglycaemic seizure,18
Neuromuscular toxicity,5
Paraneoplastic neurological syndrome,5
Traumatic arthritis,1
Cerebrovascular stenosis,3
Oral discharge,6
Vascular stenosis,3
Cytomegalovirus syndrome,14
Ileostomy closure,3
Medical device site hyperaesthesia,2
Anti-erythropoietin antibody negative,4
Injection site necrosis,49
Polyarteritis nodosa,8
Orchidectomy,4
Suspected product tampering,14
Burn oral cavity,10
Brain midline shift,11
Eye infection viral,4
Gastroenteritis Escherichia coli,5
Patient uncooperative,10
Antimicrobial susceptibility test,1
Hepatitis A virus test positive,2
Body dysmorphic disorder,5
Ear infection bacterial,2
Vasospasm,10
Blood pressure measurement,16
Body height abnormal,3
Lichen nitidus,6
Geotrichum infection,11
Cardiovascular evaluation,2
Tricuspid valve replacement,1
Genital prolapse,1
Application site hyperaesthesia,4
Bile duct stenosis,17
Anencephaly,13
Spina bifida,38
Genital abscess,10
Enterobacter test positive,4
Cystitis klebsiella,6
Epstein-Barr viraemia,24
Toxic erythema of chemotherapy,6
Resorption bone increased,10
Chronic hepatitis B,4
Poor sucking reflex,3
Cephalo-pelvic disproportion,4
Macrosomia,2
Retinal thickening,6
Enterocolitis bacterial,8
Porokeratosis,1
Testicle adenoma,1
Cardiac procedure complication,7
Suspected product quality issue,57
Beta 2 microglobulin increased,2
Macroangiopathy,1
Diabetic vascular disorder,3
Skin weeping,21
Idiopathic pneumonia syndrome,10
Retrograde portal vein flow,3
Factor V deficiency,2
Laryngomalacia,8
Adnexa uteri mass,5
Gallbladder rupture,17
Clostridial sepsis,6
Post embolisation syndrome,4
Obsessive thoughts,26
Heart injury,19
Anal fissure haemorrhage,7
Corneal endothelial cell loss,7
Discoloured vomit,41
Unintentional use for unapproved indication,12
Breast cancer in situ,3
Bladder outlet obstruction,5
Paternal exposure timing unspecified,9
Implant site inflammation,4
Venous angioplasty,1
Toxic shock syndrome staphylococcal,1
Cutaneous amyloidosis,7
Mitral valve repair,9
Uraemic pruritus,1
Upper respiratory tract infection bacterial,10
Corneal epithelium defect,8
Myosclerosis,16
Premature menopause,8
Pregnancy of partner,13
Gamma-glutamyltransferase decreased,4
Crystal arthropathy,6
Exposure via father,5
Phrenic nerve paralysis,4
Gouty tophus,5
Metastases to spinal cord,4
Combined immunodeficiency,3
Primary immunodeficiency syndrome,3
Pupillary disorder,6
Bone fragmentation,6
Globulins increased,8
Congenital pyelocaliectasis,15
Lipoedema,9
Hypoaesthesia teeth,3
IVth nerve disorder,1
Patient-device incompatibility,7
Compulsive sexual behaviour,11
Compulsive shopping,25
Divorced,10
Pulmonary hypertensive crisis,6
Cleft lip,16
Congenital pancreatic anomaly,1
Human T-cell lymphotropic virus type I infection,3
Hepatic vein thrombosis,2
Splenic thrombosis,3
Product container seal issue,29
Right hemisphere deficit syndrome,1
Vaccination site pain,2
Application site infection,7
Callus formation delayed,2
Shoplifting,5
Theft,12
Vascular dementia,17
Thyroiditis subacute,7
Annuloplasty,1
Atrial septal defect repair,3
Chest tube insertion,4
Tympanoplasty,1
Vocal cord inflammation,8
Mantle cell lymphoma refractory,3
Plasmodium malariae infection,1
Anastomotic stenosis,3
"Delusional disorder, persecutory type",17
Complicated appendicitis,6
Sebaceous gland disorder,2
Scleroderma renal crisis,6
Hodgkin's disease stage III,1
Dental discomfort,7
Colony stimulating factor therapy,10
Anti-actin antibody positive,4
Therapeutic product ineffective for unapproved indication,12
Implant site dehiscence,6
Lung lobectomy,10
Burn oesophageal,15
Dental fistula,8
Muscle discomfort,26
Bone marrow infiltration,11
Medical device site scab,3
Immobilisation prolonged,4
Ovarian cancer recurrent,25
Breast engorgement,3
Anterior chamber cleavage syndrome,1
Cleft uvula,3
Coloboma,9
Sever's disease,1
Internal injury,8
Palmoplantar keratoderma,9
Arterial repair,7
Familial mediterranean fever,4
Streptococcal endocarditis,3
Influenza virus test positive,5
Joint deposit,3
Bronchial haemorrhage,10
Prostate cancer metastatic,70
Testicular neoplasm,3
Procedural site reaction,12
Knuckle pads,1
Neutralising antibodies negative,1
Acidosis hyperchloraemic,3
Lung operation,19
Lung perforation,14
Perforated ulcer,21
Metastases to abdominal wall,7
Metastases to pelvis,13
Fluid wave test,1
Blood homocysteine increased,9
Otolithiasis,3
Superficial vein prominence,7
Diabetic foetopathy,2
Bacillus infection,5
Eosinophil count abnormal,26
Head lag,1
Colon cancer recurrent,12
Bed rest,3
Eye haematoma,7
Procedural failure,3
Calciphylaxis,68
Oesophageal cancer metastatic,9
Blood HIV RNA increased,27
Product dosage form confusion,3
Urticaria physical,1
Eyelid exfoliation,8
Gastric varices haemorrhage,2
Umbilical hernia repair,3
Brain stem embolism,1
Aneurysmal bone cyst,1
Eyelid erosion,5
Skin oedema,18
Waterhouse-Friderichsen syndrome,1
Breast dysplasia,1
Haemobilia,8
Trisomy 13,3
Acquired gene mutation,82
Neuralgic amyotrophy,4
Ultrasound antenatal screen,1
Peritoneal lesion,2
Renal scan abnormal,3
Hypertensive cardiomegaly,2
Diffuse panbronchiolitis,3
Splenic abscess,8
Narcissistic personality disorder,2
Non-cardiogenic pulmonary oedema,6
Rebound psoriasis,4
Tooth pulp haemorrhage,1
Catheterisation cardiac normal,1
Water pollution,2
Large intestinal ulcer haemorrhage,4
Portal shunt,3
Aptyalism,22
Small airways disease,3
Genital odour,6
Genital tract inflammation,6
Genital ulceration,15
Oedema genital,4
Vulval ulceration,9
Mitral valve replacement,6
Homicidal ideation,63
Nephritis allergic,6
Extravascular haemolysis,8
Haemangioma of bone,5
Tumour marker abnormal,9
Haemodilution,2
Dermo-hypodermitis,8
Fungaemia,19
Spinal cord injury lumbar,2
Left ventricular end-diastolic pressure increased,4
Product reconstitution quality issue,11
Administration site extravasation,31
Total lung capacity abnormal,6
Infusion site haematoma,6
Plague,3
Ventricular septal defect repair,2
Catheter site scar,2
Unhealthy diet,4
Paranasal sinus hyposecretion,10
Spontaneous hyphaema,2
Product intolerance,10
Oedema due to cardiac disease,2
Autoimmune retinopathy,1
Pericardial effusion malignant,5
Eosinophilic colitis,4
Hypereosinophilic syndrome,6
Bile acid malabsorption,8
Rectal fissure,13
Abdominal wound dehiscence,12
Vertebral artery dissection,3
Diagnostic procedure,12
Leukaemic lymphoma,5
Pharyngeal operation,6
Anti-zinc transporter 8 antibody positive,1
Neuropsychiatric symptoms,12
Medical device site infection,15
Incision site inflammation,3
Oesophageal oedema,5
Ovarian cystectomy,3
Hepatic fibrosis marker increased,2
Instillation site dryness,4
Instillation site inflammation,7
Instillation site irritation,28
Instillation site lacrimation,24
Anticipatory anxiety,3
Perthes disease,4
Hodgkin's disease recurrent,11
Muscle oedema,4
Parasomnia,10
Corneal decompensation,2
Cerebral toxoplasmosis,11
Diffuse alveolar damage,17
Peritonitis bacterial,87
Gilbert's syndrome,12
Adenotonsillectomy,10
Obstructed labour,8
Antibiotic associated colitis,2
Metastases to stomach,10
Drug metabolising enzyme decreased,4
Drug screen false positive,43
Pulmonary nocardiosis,6
Ulcerative gastritis,4
Retained placenta or membranes,1
Haematotympanum,5
Catheter site granuloma,1
Chemokine increased,1
Papilloma excision,1
Joint space narrowing,8
Intestinal fibrosis,4
Gravitational oedema,26
Insulin C-peptide decreased,2
Avoidant personality disorder,1
Rhinoplasty,1
Enanthema,10
Oedema mucosal,14
Rash maculovesicular,1
Dust inhalation pneumopathy,2
Pneumoconiosis,4
Adult failure to thrive,4
Epiphyses premature fusion,16
Tooth deposit,14
Intracranial haematoma,18
Chemotherapeutic drug level above therapeutic,1
Living in residential institution,18
Blood pressure systolic,3
Silent myocardial infarction,8
Urogenital disorder,6
Pneumonia moraxella,2
Blood 25-hydroxycholecalciferol increased,3
Dehydroepiandrosterone increased,3
Atypical fracture,21
Cardiac function disturbance postoperative,3
Cardiac murmur functional,2
Gnathoschisis,2
Primary hyperaldosteronism,4
Exposure to extreme temperature,5
Ovarian cancer stage III,3
Coronary artery compression,3
Drug trough level,2
Anomalous pulmonary venous connection,2
Pneumonia cryptococcal,26
Myocardial rupture,4
Septic encephalopathy,6
Drain of cerebral subdural space,1
Mastoiditis,17
Eyeglasses therapy,1
Biopsy skin abnormal,2
Epidermal necrosis,13
Autoimmune myocarditis,8
Peripheral artery stenosis,15
Bed bug infestation,4
Hyperemesis gravidarum,11
Conjunctival filtering bleb leak,14
Candiduria,8
Infective exacerbation of bronchiectasis,14
Hyperoxaluria,6
Exercise test abnormal,1
Leiomyosarcoma metastatic,1
Breast cancer male,8
Acral peeling skin syndrome,2
Vaccination site swelling,1
Vaccination site warmth,2
Pancreatolithiasis,7
Tissue irritation,2
Blood folate increased,2
Penoscrotal fusion,2
Hernia obstructive,2
Venous aneurysm,2
Bladder fibrosis,1
Endothelial dysfunction,3
Deficiency anaemia,4
Cardiovascular examination abnormal,1
Spinocerebellar disorder,8
Nail bed infection,5
Muscular dystrophy,10
Floppy infant,2
Hyperadrenocorticism,5
Instillation site swelling,11
Placenta praevia,12
Drug abuser,21
Enterocutaneous fistula,20
Atonic urinary bladder,2
Conjunctival oedema,22
Pitted keratolysis,2
Medical device site cellulitis,5
Rhinotracheitis,1
Body temperature,3
Cardiac valve thickening,2
Hearing aid user,6
Cervicitis,7
Ovarian stromal cancer,1
Anti factor VIII antibody test,3
Multiple drug therapy,9
Reaction to preservatives,23
Hypocitraturia,2
Specialist consultation,1
Peripheral nerve neurostimulation,1
Paternal drugs affecting foetus,8
Varicose veins of abdominal wall,1
Brain compression,7
Eye infection bacterial,17
Oesophageal mass,3
Ventricular hyperkinesia,3
Cervicitis human papilloma virus,2
Foreign body in reproductive tract,108
Congenital choroid plexus cyst,7
Corneal disorder,27
Derailment,2
Male genital examination abnormal,2
Organic erectile dysfunction,2
Stiff person syndrome,7
Melanoma recurrent,9
Solar dermatitis,11
Cerebrovascular insufficiency,3
Hypotonic-hyporesponsive episode,3
Pupil fixed,12
Nitrituria,1
Umbilical cord thrombosis,1
Blood 25-hydroxycholecalciferol decreased,8
Urticaria cholinergic,2
Blood aldosterone increased,1
Flashback,9
Pituitary apoplexy,3
Compulsive handwashing,1
Complement factor C4 decreased,4
Pulse waveform abnormal,2
Chronic graft versus host disease in liver,9
Vessel perforation,2
Neuromuscular block prolonged,7
Benign neoplasm of eye,1
Urinary bladder suspension,3
Xyphoid retraction,4
Hypoaesthesia eye,14
Non-high-density lipoprotein cholesterol increased,7
Viral titre decreased,3
Neutrophil hypersegmented morphology present,4
Removal of foreign body,4
Panniculitis lobular,2
Varicose vein ruptured,6
Nasal cyst,2
Product sterility lacking,1
Pharyngeal injury,5
Urinary tract discomfort,9
Septic arthritis streptococcal,1
Anaesthesia,10
Hypoglycaemic unconsciousness,30
Intracranial hypotension,11
Epididymitis,22
Genital blister,6
Hepatic atrophy,10
Blood corticotrophin increased,11
Uterine cyst,16
CSF shunt operation,1
Epiglottitis obstructive,2
Colonic fistula,9
Reiter's syndrome,3
Vitreous injury,2
Cholinergic syndrome,19
Calculus urethral,2
Vasomotor rhinitis,2
Vertebral column mass,11
Lupus myositis,1
Disseminated Bacillus Calmette-Guerin infection,19
Norovirus test positive,14
Incarcerated umbilical hernia,5
Salmonella sepsis,6
Skin graft failure,4
Cavernous sinus thrombosis,4
Cerebellar artery occlusion,1
Apituitarism,1
Anogenital warts,17
Balanitis candida,5
Exostosis of external ear canal,2
Illness anxiety disorder,12
Plica syndrome,2
Greenstick fracture,1
Anorectal operation,4
Traumatic shock,4
Dehiscence,7
Tongue operation,1
Heart and lung transplant,4
Patient restraint,6
Pleurothotonus,9
Genital discomfort,9
Hypolipidaemia,2
Injection site deformation,3
Intestinal fistula infection,1
Pachymeningitis,13
Foreign body in gastrointestinal tract,22
Herpes simplex oesophagitis,4
Meibomian gland dysfunction,7
Viral hepatitis carrier,1
Cortisol deficiency,1
Arterial bypass occlusion,4
Intestinal infarction,13
Procalcitonin abnormal,2
Allergic eosinophilia,3
Schistosoma test positive,1
Brain natriuretic peptide,2
Streptococcus test positive,19
Artery dissection,10
Fibrillary glomerulonephritis,1
Eosinophilic pneumonia chronic,9
Lemierre syndrome,4
Benign renal neoplasm,1
Renal cyst excision,1
Acquired porphyria,2
Abdominal hernia obstructive,1
Neoplasm swelling,2
Oesophageal dilation procedure,2
Immune-mediated pneumonitis,11
Subcutaneous haematoma,37
Eyelid abrasion,1
Inguinal mass,4
Hypotony of eye,7
Endarterectomy,6
Duodenitis haemorrhagic,2
Skin procedural complication,3
Prostatic specific antigen decreased,8
Nail atrophy,1
Nail cuticle fissure,2
Hyperuricosuria,1
Tooth socket haemorrhage,8
Postoperative thoracic procedure complication,2
Spinal cord operation,6
Bronchoscopy,10
Bile duct cancer,14
Thoracic outlet syndrome,5
Sexually transmitted disease,9
Extranodal marginal zone B-cell lymphoma (MALT type),14
Joint dislocation reduction,3
Perineal disorder,6
Appendix cancer,8
Malignant peritoneal neoplasm,8
Ovarian epithelial cancer,2
Synovial fluid white blood cells positive,1
Benign hepatic neoplasm,7
Apical granuloma,1
Squamous cell carcinoma of the cervix,5
Grandiosity,2
Retinal artery embolism,9
Aspiration bone marrow,1
Muscle tone disorder,14
Hepatitis B virus test positive,21
Bladder perforation,4
Hyperoestrogenism,2
Congenital hydrocephalus,6
Encephalocele,6
Perianal erythema,3
Hereditary motor and sensory neuropathy,3
Extrapulmonary tuberculosis,9
Viral pericarditis,4
Uterine atrophy,1
Anti factor V antibody positive,1
Arthritis reactive,5
Alveolar lung disease,1
Gallbladder neoplasm,5
Muscle neoplasm,2
Psychotic behaviour,27
Intentional medical device removal by patient,18
Kidney malformation,6
Activation syndrome,6
Eosinophilic cellulitis,4
Creatinine urine abnormal,1
Ultrasound kidney abnormal,3
Vaginal laceration,6
Haemoglobinuria,10
Eosinophilic myocarditis,23
Mutism,38
Erection increased,79
Nocardia test positive,1
Alkalosis hypochloraemic,5
Chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids,1
Epstein-Barr virus associated lymphoma,15
Renal artery occlusion,8
Septo-optic dysplasia,7
Peritoneal tuberculosis,7
Light chain disease,4
Waist circumference decreased,1
Red blood cell sedimentation rate decreased,3
Spleen tuberculosis,1
Anticonvulsant drug level abnormal,1
Meniscal degeneration,1
Sensory level abnormal,2
Electrocardiogram ST-T segment elevation,1
Polydipsia psychogenic,2
Pseudocholelithiasis,4
Renal lesion excision,1
Biopsy liver,11
Oesophagogastroduodenoscopy,7
Pelvic haemorrhage,5
Drug level fluctuating,10
Myelocyte present,2
Fungal peritonitis,7
Hepatic vein stenosis,1
Chromosome analysis abnormal,2
Corneal cross linking,1
Cor pulmonale chronic,5
Joint tuberculosis,1
Stasis dermatitis,9
Nail bed tenderness,2
Cyst rupture,14
Tooth erosion,10
Probiotic therapy,3
Vessel puncture site haematoma,3
Implant site erythema,26
Implant site pruritus,20
Carotidynia,6
Erythema elevatum diutinum,2
Paroxysmal nocturnal haemoglobinuria,8
Renovascular hypertension,1
Cholelithiasis obstructive,3
Protein total,2
Phimosis,10
Biliary dyskinesia,3
Hyperlipasaemia,23
Activated partial thromboplastin time shortened,9
Basophil percentage decreased,3
Blood cholinesterase decreased,3
Erythroblast count decreased,3
Periostitis,21
Spinal subarachnoid haemorrhage,4
Tumour cavitation,5
Congenital aortic anomaly,9
